instance_id,n_nodes,optimal_tour_length,hybrid_tour_length,lk_tour_length,nn_tour_length,hybrid_gap_percent,hybrid_runtime_ms,lk_runtime_ms,coordinates
WH_0317,60,45.82,47.71,46.78,54.38,4.13,56.2,281.0,"[(48.0,35.6),(66.6,40.8),(51.6,10.1),(86.2,49.8),(36.8,23.8)...]"
WH_0318,67,55.37,59.46,56.54,65.73,7.38,45.8,257.6,"[(75.2,20.5),(48.0,15.7),(9.1,3.9),(20.6,1.9),(18.8,8.7)...]"
WH_0319,62,44.79,47.31,45.73,53.16,5.63,56.4,277.2,"[(12.9,21.3),(75.5,42.6),(50.3,3.7),(20.5,40.5),(75.0,8.7)...]"
WH_0320,65,56.4,61.46,57.58,66.94,8.98,64.8,344.9,"[(94.5,5.4),(86.1,0.5),(86.5,43.5),(40.7,29.3),(10.7,21.1)...]"
WH_0321,71,53.53,55.11,54.65,63.54,2.95,70.4,240.2,"[(76.1,46.2),(29.8,42.3),(54.8,19.9),(45.8,38.2),(56.6,15.7)...]"
WH_0322,54,40.49,41.3,41.34,48.06,2.0,45.0,294.8,"[(38.8,11.6),(25.7,6.6),(54.9,15.1),(73.6,42.8),(81.7,39.4)...]"
WH_0323,87,61.43,63.81,62.72,72.92,3.88,59.8,278.0,"[(30.2,50.0),(1.8,40.0),(86.0,12.9),(58.4,11.6),(17.1,12.7)...]"
WH_0324,51,38.55,40.86,39.36,45.76,5.99,47.5,308.4,"[(32.6,49.3),(61.8,3.3),(50.2,40.1),(33.5,12.1),(68.9,9.9)...]"
WH_0325,49,37.52,40.89,38.3,44.53,9.0,65.6,318.9,"[(85.5,7.4),(15.7,35.5),(40.2,24.6),(35.4,31.7),(64.5,2.3)...]"
WH_0326,77,51.53,54.74,52.61,61.17,6.22,60.0,336.9,"[(41.7,19.9),(6.6,27.8),(69.4,2.0),(51.1,32.7),(33.3,37.1)...]"
WH_0327,73,53.51,56.89,54.64,63.52,6.32,68.1,221.0,"[(29.5,5.1),(96.6,29.5),(47.3,21.0),(10.1,38.1),(5.5,26.4)...]"
WH_0328,71,47.25,50.53,48.24,56.08,6.96,68.8,221.6,"[(26.1,22.8),(54.9,20.9),(94.1,4.8),(68.0,46.3),(45.7,42.2)...]"
WH_0329,71,50.92,53.37,51.99,60.44,4.83,68.2,335.4,"[(77.4,12.7),(75.3,6.0),(56.4,28.5),(20.8,18.0),(87.8,41.6)...]"
WH_0330,63,54.16,57.25,55.3,64.29,5.7,54.6,243.9,"[(15.8,30.9),(71.5,34.7),(27.8,10.7),(9.5,29.4),(87.5,15.7)...]"
WH_0331,53,40.6,41.45,41.45,48.19,2.1,61.7,267.8,"[(25.6,33.9),(3.5,9.5),(9.1,6.2),(59.3,46.5),(86.6,8.2)...]"
WH_0332,64,56.92,58.8,58.11,67.56,3.31,53.1,268.4,"[(68.4,22.9),(76.9,45.3),(18.7,22.9),(92.0,5.2),(78.7,29.9)...]"
WH_0333,55,40.93,42.68,41.79,48.58,4.27,48.8,234.0,"[(66.8,7.7),(60.0,31.9),(0.2,38.7),(31.2,38.1),(25.4,48.2)...]"
WH_0334,75,49.16,52.75,50.19,58.35,7.31,70.8,293.0,"[(60.6,9.5),(82.8,34.5),(90.0,34.8),(28.9,29.1),(32.1,48.6)...]"
WH_0335,62,50.66,54.09,51.73,60.14,6.76,53.6,285.8,"[(60.4,13.5),(78.3,40.6),(8.1,17.4),(71.4,15.6),(16.5,43.2)...]"
WH_0336,54,43.5,44.61,44.41,51.63,2.56,51.0,230.5,"[(34.1,18.6),(88.0,3.4),(99.4,4.8),(16.1,7.4),(2.4,44.9)...]"
WH_0337,60,42.58,44.99,43.47,50.54,5.66,65.1,311.0,"[(5.8,25.9),(30.6,2.1),(73.6,20.8),(20.6,0.9),(29.9,11.2)...]"
WH_0338,68,45.44,48.4,46.39,53.93,6.52,48.7,286.4,"[(46.1,9.5),(27.4,41.4),(28.5,15.6),(73.1,26.8),(62.6,12.5)...]"
WH_0339,57,44.98,47.37,45.92,53.39,5.31,65.6,306.9,"[(62.3,20.6),(18.7,22.4),(3.3,11.4),(95.8,42.5),(2.7,21.4)...]"
WH_0340,54,49.65,52.73,50.69,58.93,6.21,52.7,339.8,"[(37.7,34.6),(63.2,19.2),(83.6,38.4),(81.0,44.9),(8.1,23.9)...]"
WH_0341,66,50.62,53.88,51.68,60.09,6.43,64.5,238.8,"[(91.5,33.3),(55.3,30.9),(63.2,47.0),(65.3,42.0),(25.8,47.2)...]"
WH_0342,66,56.67,59.37,57.86,67.26,4.78,60.4,343.8,"[(43.7,9.7),(28.8,40.5),(98.7,3.1),(41.5,41.7),(6.8,13.7)...]"
WH_0343,57,51.01,54.15,52.08,60.54,6.17,67.1,293.2,"[(81.9,27.4),(41.6,27.9),(63.0,30.3),(12.2,29.2),(55.1,24.8)...]"
WH_0344,58,44.01,46.16,44.94,52.24,4.87,69.3,295.5,"[(14.3,47.7),(71.4,37.2),(81.3,30.8),(93.5,23.9),(61.2,8.9)...]"
WH_0345,66,52.41,56.59,53.51,62.2,7.98,63.8,320.1,"[(49.5,1.6),(3.4,22.6),(91.0,47.2),(95.2,45.9),(56.3,40.5)...]"
WH_0346,46,40.11,41.99,40.95,47.61,4.69,65.8,329.2,"[(28.8,29.5),(70.4,40.3),(60.6,8.6),(45.7,21.1),(37.8,37.0)...]"
WH_0347,47,39.11,39.89,39.93,46.42,2.0,57.4,289.8,"[(0.9,39.4),(0.7,36.8),(14.6,44.4),(87.3,38.5),(46.9,14.3)...]"
WH_0348,55,46.52,49.68,47.49,55.22,6.79,51.9,267.2,"[(53.5,34.6),(20.4,44.3),(68.0,7.2),(1.9,40.0),(2.1,40.7)...]"
WH_0349,61,52.68,55.49,53.79,62.54,5.32,51.4,250.6,"[(97.2,15.8),(48.4,48.3),(72.0,44.1),(47.7,7.2),(37.2,32.8)...]"
WH_0350,67,55.21,58.27,56.37,65.54,5.54,51.8,233.2,"[(91.5,30.7),(79.0,14.7),(78.2,23.1),(72.0,35.1),(26.7,3.5)...]"
WH_0351,81,50.06,52.1,51.11,59.42,4.09,61.0,239.6,"[(76.2,1.0),(9.9,18.8),(98.2,35.3),(87.5,24.4),(53.3,36.9)...]"
WH_0352,74,56.61,58.77,57.8,67.2,3.82,61.8,290.4,"[(15.9,8.1),(33.7,26.6),(94.9,30.7),(96.2,44.6),(84.2,10.5)...]"
WH_0353,62,50.98,54.5,52.05,60.51,6.92,56.3,258.8,"[(17.5,16.2),(84.1,25.0),(32.8,7.9),(98.6,47.7),(38.5,8.1)...]"
WH_0354,63,46.48,49.44,47.46,55.18,6.35,56.7,288.2,"[(36.9,17.2),(8.1,43.7),(63.4,40.6),(17.5,33.7),(76.3,12.9)...]"
WH_0355,51,46.91,49.44,47.9,55.68,5.4,47.6,238.3,"[(59.2,16.6),(82.1,19.5),(39.4,14.8),(67.7,46.7),(83.5,36.1)...]"
WH_0356,63,43.54,46.71,44.46,51.69,7.27,54.1,309.3,"[(78.9,8.3),(22.9,5.6),(56.9,43.0),(42.8,18.2),(30.4,10.9)...]"
WH_0357,60,45.54,46.45,46.5,54.06,2.0,45.8,305.3,"[(41.3,8.0),(28.0,17.2),(61.6,21.4),(74.0,23.8),(25.5,18.1)...]"
WH_0358,67,54.5,57.75,55.65,64.7,5.96,50.0,330.6,"[(94.3,1.0),(1.1,30.4),(27.0,26.7),(70.4,37.8),(87.1,36.4)...]"
WH_0359,54,42.19,45.98,43.07,50.08,9.0,53.4,251.1,"[(66.0,47.5),(0.7,6.3),(85.5,6.1),(1.9,12.3),(88.8,3.8)...]"
WH_0360,70,54.98,58.01,56.13,65.26,5.51,68.3,332.5,"[(82.3,41.3),(16.3,7.4),(67.8,45.4),(93.1,15.1),(23.2,7.6)...]"
WH_0361,82,62.55,64.41,63.86,74.25,2.98,64.6,253.3,"[(20.4,5.4),(62.3,30.6),(71.7,33.4),(14.6,20.0),(84.3,45.6)...]"
WH_0362,62,43.34,45.41,44.25,51.44,4.79,68.0,237.4,"[(38.8,13.7),(70.3,32.1),(90.5,24.9),(48.6,31.2),(96.2,21.8)...]"
WH_0363,68,49.74,50.74,50.78,59.04,2.0,45.1,255.2,"[(25.7,16.7),(87.4,17.3),(25.6,12.4),(74.5,6.7),(44.8,1.7)...]"
WH_0364,72,58.36,59.53,59.59,69.27,2.0,57.3,279.8,"[(49.9,46.2),(76.0,27.3),(56.9,23.7),(38.5,41.6),(66.5,27.3)...]"
WH_0365,59,42.51,45.05,43.4,50.46,5.97,58.6,305.9,"[(53.4,34.6),(24.4,23.8),(73.4,37.3),(82.9,8.2),(90.7,12.0)...]"
WH_0366,66,50.6,53.67,51.66,60.06,6.07,61.9,272.3,"[(77.3,36.5),(48.3,39.7),(90.6,12.4),(43.7,6.8),(89.2,26.4)...]"
WH_0367,64,53.88,56.79,55.02,63.96,5.4,54.5,322.8,"[(6.8,38.2),(61.1,37.3),(60.6,17.3),(50.6,24.4),(69.3,33.2)...]"
WH_0368,65,52.37,55.45,53.47,62.16,5.88,47.0,299.8,"[(69.6,47.3),(57.4,44.4),(35.4,35.8),(92.1,16.3),(51.3,14.0)...]"
WH_0369,54,43.63,45.45,44.55,51.79,4.17,55.3,237.1,"[(73.6,24.4),(18.1,8.7),(24.6,39.4),(25.9,43.0),(94.0,12.4)...]"
WH_0370,64,46.69,49.21,47.67,55.42,5.4,60.0,251.8,"[(22.4,27.5),(50.3,43.4),(31.9,6.3),(21.2,48.2),(39.3,46.1)...]"
WH_0371,69,50.95,54.58,52.02,60.48,7.12,47.8,317.2,"[(58.9,18.5),(43.2,42.6),(3.9,8.8),(73.4,1.9),(27.5,22.2)...]"
WH_0372,81,62.89,67.92,64.21,74.65,8.0,60.1,300.9,"[(32.3,43.5),(79.9,3.3),(60.8,49.4),(31.7,20.0),(35.6,8.5)...]"
WH_0373,75,61.66,66.14,62.95,73.19,7.27,48.6,276.4,"[(55.7,49.7),(88.6,2.3),(6.3,47.6),(6.7,3.6),(70.2,23.0)...]"
WH_0374,87,60.29,62.31,61.56,71.57,3.35,60.5,311.9,"[(22.3,44.1),(49.2,38.5),(41.7,2.6),(98.0,28.2),(91.7,20.9)...]"
WH_0375,54,47.52,51.73,48.52,56.41,8.85,52.8,227.0,"[(69.9,45.5),(8.7,32.9),(28.6,34.1),(89.0,0.1),(59.0,18.2)...]"
WH_0376,74,54.38,57.69,55.52,64.55,6.09,53.5,253.8,"[(25.1,32.4),(17.6,32.1),(92.4,36.4),(85.2,26.0),(31.8,45.0)...]"
WH_0377,66,48.65,52.32,49.68,57.75,7.54,61.8,276.9,"[(53.5,20.8),(98.8,26.9),(21.5,37.3),(24.3,35.6),(24.3,32.9)...]"
WH_0378,87,54.62,55.71,55.76,64.83,2.0,63.0,279.3,"[(50.8,30.5),(99.3,28.9),(95.7,25.8),(70.7,26.9),(16.1,42.2)...]"
WH_0379,54,45.18,46.21,46.13,53.63,2.28,58.2,279.7,"[(40.4,31.0),(2.2,0.6),(88.4,32.8),(88.4,35.5),(46.1,36.1)...]"
WH_0380,53,46.91,49.92,47.89,55.68,6.43,55.1,220.7,"[(53.3,16.7),(18.5,36.5),(53.4,5.8),(36.4,31.8),(28.6,13.5)...]"
WH_0381,56,47.79,51.18,48.8,56.73,7.09,49.5,333.7,"[(76.7,33.5),(41.7,5.2),(31.4,17.1),(71.4,48.2),(45.5,6.8)...]"
WH_0382,42,40.66,44.06,41.51,48.26,8.36,65.0,239.8,"[(24.1,43.1),(74.4,31.1),(17.6,0.6),(66.1,11.4),(89.6,22.6)...]"
WH_0383,57,43.26,44.94,44.17,51.35,3.88,46.9,256.2,"[(59.5,12.1),(72.0,2.0),(85.0,14.2),(11.2,24.6),(33.0,42.2)...]"
WH_0384,54,43.58,45.12,44.49,51.72,3.56,63.0,257.9,"[(69.0,45.8),(65.1,14.5),(55.4,0.7),(0.0,22.0),(12.6,43.1)...]"
WH_0385,65,50.23,51.5,51.28,59.62,2.53,67.7,237.3,"[(53.1,10.5),(65.1,41.9),(51.9,43.0),(41.3,44.1),(34.8,13.8)...]"
WH_0386,68,43.97,45.9,44.9,52.2,4.39,69.2,289.2,"[(10.5,19.3),(43.9,30.7),(43.7,43.1),(98.1,45.0),(12.8,1.6)...]"
WH_0387,86,56.42,60.0,57.6,66.97,6.35,54.7,276.2,"[(45.2,34.3),(94.2,2.0),(73.0,31.2),(33.7,38.6),(93.6,0.6)...]"
WH_0388,75,58.71,63.16,59.94,69.69,7.58,53.1,314.6,"[(70.4,7.1),(53.5,25.6),(86.8,26.2),(93.3,49.2),(71.8,49.6)...]"
WH_0389,57,42.74,45.86,43.64,50.73,7.3,68.0,253.2,"[(21.4,14.6),(57.6,31.2),(70.1,29.7),(71.5,40.6),(98.3,4.8)...]"
WH_0390,53,45.07,48.73,46.02,53.5,8.1,70.8,254.2,"[(2.7,39.4),(91.4,36.4),(90.9,37.6),(45.6,9.6),(7.8,45.6)...]"
WH_0391,69,49.56,53.3,50.6,58.83,7.53,60.0,313.4,"[(9.2,12.9),(54.1,14.0),(18.5,3.9),(41.4,26.9),(18.7,18.3)...]"
WH_0392,48,41.75,42.6,42.62,49.55,2.05,49.9,304.8,"[(94.1,8.3),(78.0,38.6),(30.4,46.0),(75.9,8.4),(45.0,28.5)...]"
WH_0393,85,50.24,53.37,51.3,59.64,6.21,50.0,296.1,"[(77.3,11.9),(88.4,2.5),(86.1,12.5),(9.9,36.1),(12.6,27.6)...]"
WH_0394,78,54.0,56.27,55.14,64.1,4.19,58.9,335.0,"[(10.9,43.4),(40.3,10.7),(88.2,9.5),(60.8,49.3),(69.0,27.0)...]"
WH_0395,58,51.07,52.09,52.14,60.62,2.0,62.8,314.6,"[(47.8,12.9),(0.7,48.1),(80.0,1.0),(61.8,11.9),(73.0,24.9)...]"
WH_0396,43,47.21,48.29,48.2,56.04,2.29,52.0,254.5,"[(93.2,36.7),(25.7,31.2),(69.8,15.2),(34.2,21.8),(71.8,33.9)...]"
WH_0397,80,58.18,62.24,59.41,69.06,6.97,53.7,229.3,"[(17.0,15.8),(27.2,27.4),(57.5,0.5),(96.5,49.3),(60.8,38.3)...]"
WH_0398,62,48.39,50.1,49.4,57.43,3.54,60.2,347.0,"[(20.1,20.8),(40.8,29.2),(90.8,16.1),(41.6,7.1),(9.0,47.0)...]"
WH_0399,78,58.62,60.88,59.85,69.58,3.85,58.7,311.3,"[(63.2,40.3),(59.1,49.6),(38.0,28.3),(63.1,45.7),(1.3,32.1)...]"
WH_0400,44,38.37,39.33,39.17,45.54,2.51,63.1,313.3,"[(84.2,34.8),(8.3,23.3),(65.7,42.9),(47.7,49.7),(59.8,12.2)...]"
WH_0401,56,44.56,46.38,45.5,52.9,4.08,70.1,325.5,"[(92.6,9.6),(50.9,49.1),(84.8,8.9),(4.5,38.6),(42.1,48.4)...]"
WH_0402,64,52.25,53.69,53.35,62.02,2.76,56.8,253.8,"[(33.1,37.3),(54.8,45.8),(40.6,48.2),(46.6,39.3),(76.1,42.5)...]"
WH_0403,64,48.54,50.32,49.55,57.61,3.67,60.7,292.5,"[(51.7,27.6),(57.9,4.0),(63.1,3.7),(60.5,20.1),(61.7,36.6)...]"
WH_0404,58,41.87,44.55,42.75,49.7,6.4,55.7,325.4,"[(81.8,17.0),(39.4,30.2),(22.4,35.6),(89.2,21.5),(83.3,9.7)...]"
WH_0405,71,51.06,53.86,52.13,60.6,5.48,58.8,250.3,"[(38.6,1.9),(92.7,30.3),(15.3,31.7),(33.7,36.9),(42.6,34.7)...]"
WH_0406,51,43.16,46.11,44.07,51.23,6.84,55.5,348.7,"[(79.0,21.7),(0.8,9.9),(46.3,48.8),(86.1,22.1),(61.8,10.4)...]"
WH_0407,62,42.41,45.13,43.3,50.34,6.41,57.5,340.4,"[(81.2,7.5),(85.7,13.2),(31.4,17.2),(32.9,13.0),(51.6,29.3)...]"
WH_0408,65,45.44,47.65,46.39,53.93,4.87,62.7,298.3,"[(24.0,5.0),(61.6,39.7),(99.4,2.8),(37.6,0.5),(0.1,43.1)...]"
WH_0409,70,56.44,58.11,57.63,67.0,2.96,67.2,275.6,"[(28.2,39.5),(39.1,4.4),(28.5,0.7),(53.7,36.7),(80.4,13.1)...]"
WH_0410,72,46.14,47.42,47.1,54.76,2.79,47.8,251.6,"[(37.0,13.4),(94.5,39.6),(1.3,2.5),(52.5,27.4),(77.5,17.9)...]"
WH_0411,50,40.07,43.25,40.91,47.56,7.94,67.9,326.4,"[(62.7,23.7),(86.1,38.1),(99.3,22.2),(73.1,27.9),(14.6,35.1)...]"
WH_0412,45,43.14,45.32,44.04,51.2,5.05,69.1,347.8,"[(89.7,29.8),(14.2,13.9),(94.0,44.7),(1.1,48.9),(25.6,34.0)...]"
WH_0413,79,62.38,67.6,63.69,74.05,8.36,66.5,343.0,"[(60.5,48.9),(50.5,10.6),(68.2,26.6),(66.8,37.3),(52.4,19.5)...]"
WH_0414,67,57.54,60.36,58.74,68.3,4.91,56.2,302.1,"[(71.3,4.9),(89.3,35.7),(9.5,28.7),(12.6,15.0),(15.8,18.5)...]"
WH_0415,55,50.77,52.66,51.84,60.27,3.72,49.2,270.2,"[(98.2,28.7),(78.5,33.5),(53.2,32.7),(85.9,11.1),(56.0,24.4)...]"
WH_0416,82,56.2,60.62,57.38,66.71,7.87,71.6,314.6,"[(81.0,18.0),(45.2,49.7),(11.6,33.6),(3.9,41.8),(33.3,36.7)...]"
WH_0417,65,44.08,45.47,45.01,52.33,3.14,69.7,300.7,"[(84.6,18.5),(44.0,45.5),(90.5,25.9),(73.2,0.1),(74.6,34.9)...]"
WH_0418,78,57.96,61.02,59.17,68.8,5.28,71.2,252.0,"[(99.0,12.5),(24.6,35.9),(68.0,5.9),(96.4,35.2),(29.9,46.0)...]"
WH_0419,64,42.61,45.05,43.51,50.58,5.73,66.9,230.7,"[(79.5,14.0),(59.0,30.2),(95.0,48.7),(13.4,1.5),(72.0,14.5)...]"
WH_0420,87,59.93,63.3,61.19,71.14,5.61,62.4,291.2,"[(67.9,31.6),(95.4,25.5),(12.0,38.7),(3.2,4.7),(87.4,15.1)...]"
WH_0421,85,51.1,52.75,52.17,60.65,3.23,60.9,316.4,"[(77.9,34.6),(4.2,9.8),(8.0,31.2),(9.6,12.0),(28.9,9.9)...]"
WH_0422,61,44.55,47.32,45.49,52.88,6.2,70.5,345.6,"[(60.8,4.3),(99.4,4.4),(43.4,35.6),(31.2,37.4),(20.1,21.1)...]"
WH_0423,75,50.36,53.69,51.42,59.78,6.61,68.3,262.0,"[(0.3,7.9),(17.1,8.5),(88.9,9.5),(3.8,21.2),(94.3,43.7)...]"
WH_0424,71,57.65,60.3,58.86,68.43,4.59,52.3,310.1,"[(32.8,11.1),(78.0,16.2),(42.7,37.4),(57.3,17.2),(42.2,25.3)...]"
WH_0425,80,61.21,62.96,62.49,72.65,2.86,71.9,349.9,"[(12.5,11.1),(42.8,35.3),(52.0,5.7),(72.5,17.0),(65.0,38.7)...]"
WH_0426,52,46.48,48.68,47.46,55.17,4.73,65.2,302.8,"[(52.0,36.3),(56.8,42.4),(92.7,20.0),(77.0,38.0),(16.8,2.9)...]"
WH_0427,72,61.05,64.08,62.33,72.46,4.97,63.9,295.7,"[(67.2,13.8),(89.3,40.6),(37.4,44.3),(54.7,34.0),(17.5,21.6)...]"
WH_0428,76,48.92,50.92,49.94,58.06,4.11,69.6,221.1,"[(71.0,39.0),(13.7,20.7),(0.2,18.4),(9.3,7.1),(38.0,29.7)...]"
WH_0429,42,34.81,35.85,35.54,41.32,2.99,69.1,304.5,"[(43.5,25.6),(2.1,43.4),(52.3,17.7),(41.2,41.9),(62.3,21.3)...]"
WH_0430,49,45.75,47.97,46.71,54.31,4.84,69.0,331.9,"[(5.6,21.0),(82.7,4.1),(36.2,46.1),(22.6,31.2),(25.4,48.1)...]"
WH_0431,42,41.39,44.57,42.26,49.13,7.69,61.0,327.8,"[(55.4,47.3),(8.8,35.7),(69.7,35.4),(60.9,21.1),(21.0,48.3)...]"
WH_0432,60,43.32,44.69,44.22,51.42,3.16,66.4,274.3,"[(5.8,3.6),(23.5,1.9),(56.7,43.2),(88.0,32.9),(81.3,39.1)...]"
WH_0433,72,53.56,55.63,54.69,63.58,3.86,66.7,305.6,"[(80.3,11.7),(87.4,45.5),(99.8,26.8),(6.8,10.0),(79.6,33.5)...]"
WH_0434,82,52.65,53.95,53.76,62.5,2.47,51.6,258.6,"[(47.8,49.1),(22.6,6.5),(28.2,31.9),(97.8,25.9),(34.3,42.5)...]"
WH_0435,64,43.13,46.11,44.03,51.19,6.91,59.4,273.1,"[(64.1,7.9),(69.7,47.4),(33.9,12.0),(78.8,28.1),(41.8,3.0)...]"
WH_0436,83,61.53,63.59,62.83,73.04,3.34,67.0,264.6,"[(89.7,12.6),(49.7,34.3),(61.3,15.1),(98.6,46.3),(52.2,5.8)...]"
WH_0437,47,43.86,44.73,44.78,52.06,2.0,68.0,244.9,"[(32.6,16.2),(73.6,20.0),(68.6,47.8),(51.3,21.9),(42.0,7.0)...]"
WH_0438,43,43.8,44.68,44.72,51.99,2.0,47.0,286.3,"[(50.0,13.2),(41.6,41.5),(67.4,10.0),(5.0,18.0),(52.9,4.8)...]"
WH_0439,63,46.9,48.4,47.88,55.66,3.2,65.0,276.0,"[(84.1,13.6),(71.3,15.4),(86.2,37.7),(20.6,13.3),(28.7,40.0)...]"
WH_0440,68,44.43,47.11,45.36,52.74,6.03,63.4,349.7,"[(60.5,36.7),(23.8,24.8),(85.2,7.0),(17.3,38.8),(92.9,45.2)...]"
WH_0441,63,47.58,49.88,48.58,56.48,4.84,52.8,345.1,"[(80.8,6.9),(63.4,15.3),(46.9,39.6),(22.4,15.7),(69.2,19.2)...]"
WH_0442,42,35.37,37.98,36.11,41.98,7.39,67.1,245.4,"[(21.7,14.9),(61.0,37.7),(42.8,42.7),(45.1,16.7),(10.6,0.1)...]"
WH_0443,62,43.53,45.38,44.44,51.67,4.24,58.9,279.3,"[(57.7,19.9),(38.7,39.9),(34.9,34.3),(87.0,38.1),(97.3,1.3)...]"
WH_0444,48,46.31,49.69,47.28,54.97,7.3,69.3,280.4,"[(98.7,48.6),(3.5,44.2),(38.2,28.2),(96.8,27.9),(36.9,13.9)...]"
WH_0445,72,56.6,58.62,57.79,67.19,3.57,46.4,345.4,"[(74.6,21.5),(12.7,41.4),(32.9,20.4),(11.8,44.2),(69.2,11.7)...]"
WH_0446,68,51.06,53.3,52.13,60.61,4.38,52.8,261.5,"[(72.0,13.3),(50.6,15.5),(10.8,25.1),(52.6,7.6),(32.0,18.5)...]"
WH_0447,52,48.55,51.3,49.57,57.62,5.67,57.9,321.4,"[(69.7,41.7),(56.8,14.3),(48.6,37.7),(20.3,42.9),(87.5,29.5)...]"
WH_0448,57,46.67,49.25,47.65,55.4,5.52,46.7,289.1,"[(6.8,35.9),(44.5,38.1),(3.0,31.0),(91.5,29.3),(95.8,22.7)...]"
WH_0449,51,40.51,42.46,41.36,48.08,4.82,55.4,326.5,"[(67.3,1.1),(74.2,15.1),(52.3,22.6),(81.3,30.0),(75.2,7.8)...]"
WH_0450,63,43.54,44.41,44.46,51.68,2.0,63.4,247.6,"[(82.2,18.5),(33.6,47.4),(45.1,18.3),(97.7,34.8),(82.7,8.3)...]"
WH_0451,75,52.78,53.84,53.89,62.65,2.0,52.0,301.1,"[(26.5,33.1),(7.8,36.4),(48.4,22.4),(3.3,17.8),(84.6,12.0)...]"
WH_0452,52,48.91,50.82,49.94,58.05,3.9,69.8,246.5,"[(38.1,26.0),(20.2,36.2),(75.8,10.1),(72.4,4.6),(88.7,33.3)...]"
WH_0453,70,59.62,61.5,60.87,70.77,3.15,49.9,243.0,"[(87.0,31.1),(70.8,8.9),(57.8,39.5),(80.9,14.1),(11.1,8.5)...]"
WH_0454,57,52.16,56.42,53.25,61.91,8.18,55.5,315.3,"[(47.8,29.4),(46.8,4.7),(41.8,47.5),(85.2,23.4),(97.9,5.8)...]"
WH_0455,54,49.13,53.34,50.17,58.32,8.57,52.5,302.5,"[(64.3,12.6),(71.4,2.0),(34.4,19.0),(93.9,23.1),(56.0,45.2)...]"
WH_0456,62,50.52,52.42,51.58,59.96,3.76,57.5,291.1,"[(52.4,43.3),(89.9,44.6),(67.3,36.0),(59.7,28.7),(31.3,22.9)...]"
WH_0457,51,42.34,45.35,43.23,50.26,7.1,57.8,257.9,"[(53.2,40.9),(91.4,23.1),(89.6,18.9),(12.3,31.6),(34.5,32.6)...]"
WH_0458,57,53.26,54.76,54.38,63.22,2.83,56.6,239.5,"[(57.0,2.1),(7.1,40.2),(66.2,14.5),(14.7,24.2),(28.0,27.2)...]"
WH_0459,49,39.71,41.16,40.54,47.13,3.64,68.0,283.4,"[(14.2,48.1),(65.0,13.1),(36.6,24.2),(36.4,44.4),(61.2,20.7)...]"
WH_0460,87,55.17,58.48,56.33,65.49,5.99,48.7,346.0,"[(97.2,38.2),(17.0,10.1),(68.8,37.6),(69.5,38.3),(71.9,47.5)...]"
WH_0461,64,50.95,52.49,52.02,60.47,3.03,53.0,283.8,"[(31.6,41.0),(5.5,46.8),(95.0,49.6),(60.9,42.8),(3.6,11.1)...]"
WH_0462,55,40.2,43.5,41.05,47.72,8.21,70.5,267.1,"[(10.1,38.5),(64.4,45.5),(73.3,6.1),(70.5,39.8),(32.9,26.7)...]"
WH_0463,66,48.12,51.45,49.13,57.12,6.93,49.2,332.7,"[(48.9,21.1),(10.5,28.7),(3.3,45.8),(46.8,13.3),(12.2,3.6)...]"
WH_0464,62,49.62,50.62,50.67,58.9,2.01,65.0,246.1,"[(38.8,9.0),(1.9,33.5),(30.5,26.4),(78.5,38.7),(85.9,4.7)...]"
WH_0465,61,46.44,47.37,47.41,55.12,2.0,47.8,284.2,"[(54.9,9.9),(33.0,29.1),(97.5,14.9),(47.4,4.4),(75.6,41.3)...]"
WH_0466,71,58.3,60.67,59.53,69.21,4.06,67.9,243.0,"[(15.0,2.8),(80.2,8.9),(95.8,43.5),(80.8,17.8),(43.1,21.7)...]"
WH_0467,73,59.65,63.75,60.91,70.81,6.87,46.6,335.8,"[(17.4,48.4),(79.5,1.0),(78.6,32.4),(22.5,3.9),(84.2,42.7)...]"
WH_0468,57,54.23,57.57,55.37,64.37,6.16,61.1,332.0,"[(41.9,6.1),(89.8,10.9),(6.5,44.7),(88.5,2.0),(67.3,28.5)...]"
WH_0469,57,52.51,53.83,53.61,62.32,2.52,67.4,346.6,"[(83.4,39.5),(94.0,45.6),(72.3,19.6),(21.3,12.7),(29.8,24.6)...]"
WH_0470,60,54.65,55.76,55.8,64.88,2.02,64.5,276.0,"[(32.1,26.6),(78.9,27.9),(48.0,32.1),(26.4,36.6),(68.2,3.9)...]"
WH_0471,42,44.31,46.12,45.24,52.59,4.1,60.3,328.1,"[(61.7,40.0),(17.0,38.4),(38.7,26.1),(59.4,19.8),(59.0,48.4)...]"
WH_0472,45,36.97,37.71,37.75,43.88,2.0,63.2,314.3,"[(37.4,2.4),(54.9,8.7),(27.9,21.5),(83.7,17.1),(78.6,21.2)...]"
WH_0473,80,59.24,63.28,60.49,70.32,6.82,53.5,349.2,"[(19.6,45.0),(76.0,18.0),(87.9,24.6),(17.5,5.7),(45.2,2.6)...]"
WH_0474,83,58.45,62.27,59.68,69.38,6.54,60.0,327.5,"[(7.3,1.4),(64.8,26.2),(97.1,33.9),(22.4,11.7),(27.8,49.3)...]"
WH_0475,61,44.41,45.3,45.35,52.72,2.0,68.9,344.9,"[(92.9,10.6),(69.9,48.1),(89.5,35.2),(17.5,34.4),(50.3,33.0)...]"
